date,marche,denree,unite,prix_gnf
2021-01-10,Kindia,riz,GNF/kg,5410.0
2021-01-17,Kindia,riz,GNF/kg,5410.0
2021-01-24,Kindia,riz,GNF/kg,5450.0
2021-01-31,Kindia,riz,GNF/kg,5430.0
2021-02-07,Kindia,riz,GNF/kg,5606.0
2021-02-14,Kindia,riz,GNF/kg,5517.0
2021-02-21,Kindia,riz,GNF/kg,5697.0
2021-02-28,Kindia,riz,GNF/kg,5775.0
2021-03-07,Kindia,riz,GNF/kg,5534.0
2021-03-14,Kindia,riz,GNF/kg,5431.0
2021-03-21,Kindia,riz,GNF/kg,5857.0
2021-03-28,Kindia,riz,GNF/kg,5906.0
2021-04-04,Kindia,riz,GNF/kg,5762.0
2021-04-11,Kindia,riz,GNF/kg,5722.0
2021-04-18,Kindia,riz,GNF/kg,6068.0
2021-04-25,Kindia,riz,GNF/kg,6122.0
2021-05-02,Kindia,riz,GNF/kg,6145.0
2021-05-09,Kindia,riz,GNF/kg,6060.0
2021-05-16,Kindia,riz,GNF/kg,6002.0
2021-05-23,Kindia,riz,GNF/kg,6047.0
2021-05-30,Kindia,riz,GNF/kg,6163.0
2021-06-06,Kindia,riz,GNF/kg,6224.0
2021-06-13,Kindia,riz,GNF/kg,
2021-06-20,Kindia,riz,GNF/kg,6374.0
2021-06-27,Kindia,riz,GNF/kg,
2021-07-04,Kindia,riz,GNF/kg,6153.0
2021-07-11,Kindia,riz,GNF/kg,5927.0
2021-07-18,Kindia,riz,GNF/kg,6028.0
2021-07-25,Kindia,riz,GNF/kg,6084.0
2021-08-01,Kindia,riz,GNF/kg,6039.0
2021-08-08,Kindia,riz,GNF/kg,6011.0
2021-08-15,Kindia,riz,GNF/kg,5900.0
2021-08-22,Kindia,riz,GNF/kg,5965.0
2021-08-29,Kindia,riz,GNF/kg,6013.0
2021-09-05,Kindia,riz,GNF/kg,6090.0
2021-09-12,Kindia,riz,GNF/kg,5986.0
2021-09-19,Kindia,riz,GNF/kg,6072.0
2021-09-26,Kindia,riz,GNF/kg,5830.0
2021-10-03,Kindia,riz,GNF/kg,5444.0
2021-10-10,Kindia,riz,GNF/kg,5812.0
2021-10-17,Kindia,riz,GNF/kg,5770.0
2021-10-24,Kindia,riz,GNF/kg,5730.0
2021-10-31,Kindia,riz,GNF/kg,5599.0
2021-11-07,Kindia,riz,GNF/kg,5746.0
2021-11-14,Kindia,riz,GNF/kg,5711.0
2021-11-21,Kindia,riz,GNF/kg,5739.0
2021-11-28,Kindia,riz,GNF/kg,5590.0
2021-12-05,Kindia,riz,GNF/kg,5693.0
2021-12-12,Kindia,riz,GNF/kg,5587.0
2021-12-19,Kindia,riz,GNF/kg,5497.0
2021-12-26,Kindia,riz,GNF/kg,5715.0
2022-01-02,Kindia,riz,GNF/kg,5910.0
2022-01-09,Kindia,riz,GNF/kg,6132.0
2022-01-16,Kindia,riz,GNF/kg,6125.0
2022-01-23,Kindia,riz,GNF/kg,5994.0
2022-01-30,Kindia,riz,GNF/kg,5969.0
2022-02-06,Kindia,riz,GNF/kg,5951.0
2022-02-13,Kindia,riz,GNF/kg,5964.0
2022-02-20,Kindia,riz,GNF/kg,6121.0
2022-02-27,Kindia,riz,GNF/kg,6249.0
2022-03-06,Kindia,riz,GNF/kg,6369.0
2022-03-13,Kindia,riz,GNF/kg,6342.0
2022-03-20,Kindia,riz,GNF/kg,6736.0
2022-03-27,Kindia,riz,GNF/kg,6846.0
2022-04-03,Kindia,riz,GNF/kg,6680.0
2022-04-10,Kindia,riz,GNF/kg,6961.0
2022-04-17,Kindia,riz,GNF/kg,7138.0
2022-04-24,Kindia,riz,GNF/kg,7266.0
2022-05-01,Kindia,riz,GNF/kg,7250.0
2022-05-08,Kindia,riz,GNF/kg,7079.0
2022-05-15,Kindia,riz,GNF/kg,6943.0
2022-05-22,Kindia,riz,GNF/kg,7004.0
2022-05-29,Kindia,riz,GNF/kg,7323.0
2022-06-05,Kindia,riz,GNF/kg,7439.0
2022-06-12,Kindia,riz,GNF/kg,7509.0
2022-06-19,Kindia,riz,GNF/kg,7493.0
2022-06-26,Kindia,riz,GNF/kg,7426.0
2022-07-03,Kindia,riz,GNF/kg,7253.0
2022-07-10,Kindia,riz,GNF/kg,7274.0
2022-07-17,Kindia,riz,GNF/kg,7389.0
2022-07-24,Kindia,riz,GNF/kg,7311.0
2022-07-31,Kindia,riz,GNF/kg,7323.0
2022-08-07,Kindia,riz,GNF/kg,7336.0
2022-08-14,Kindia,riz,GNF/kg,
2022-08-21,Kindia,riz,GNF/kg,6942.0
2022-08-28,Kindia,riz,GNF/kg,7196.0
2022-09-04,Kindia,riz,GNF/kg,7197.0
2022-09-11,Kindia,riz,GNF/kg,
2022-09-18,Kindia,riz,GNF/kg,7082.0
2022-09-25,Kindia,riz,GNF/kg,7001.0
2022-10-02,Kindia,riz,GNF/kg,6794.0
2022-10-09,Kindia,riz,GNF/kg,6937.0
2022-10-16,Kindia,riz,GNF/kg,6703.0
2022-10-23,Kindia,riz,GNF/kg,6552.0
2022-10-30,Kindia,riz,GNF/kg,6590.0
2022-11-06,Kindia,riz,GNF/kg,6808.0
2022-11-13,Kindia,riz,GNF/kg,6851.0
2022-11-20,Kindia,riz,GNF/kg,6951.0
2022-11-27,Kindia,riz,GNF/kg,7085.0
2022-12-04,Kindia,riz,GNF/kg,6668.0
2022-12-11,Kindia,riz,GNF/kg,6857.0
2022-12-18,Kindia,riz,GNF/kg,7063.0
2022-12-25,Kindia,riz,GNF/kg,6740.0
2023-01-01,Kindia,riz,GNF/kg,6814.0
2023-01-08,Kindia,riz,GNF/kg,6807.0
2023-01-15,Kindia,riz,GNF/kg,6876.0
2023-01-22,Kindia,riz,GNF/kg,7116.0
2023-01-29,Kindia,riz,GNF/kg,7273.0
2023-02-05,Kindia,riz,GNF/kg,6755.0
2023-02-12,Kindia,riz,GNF/kg,6533.0
2023-02-19,Kindia,riz,GNF/kg,6859.0
2023-02-26,Kindia,riz,GNF/kg,6797.0
2023-03-05,Kindia,riz,GNF/kg,7084.0
2023-03-12,Kindia,riz,GNF/kg,6993.0
2023-03-19,Kindia,riz,GNF/kg,6998.0
2023-03-26,Kindia,riz,GNF/kg,6985.0
2023-04-02,Kindia,riz,GNF/kg,7356.0
2023-04-09,Kindia,riz,GNF/kg,7142.0
2023-04-16,Kindia,riz,GNF/kg,7000.0
2023-04-23,Kindia,riz,GNF/kg,7140.0
2023-04-30,Kindia,riz,GNF/kg,7043.0
2023-05-07,Kindia,riz,GNF/kg,7083.0
2023-05-14,Kindia,riz,GNF/kg,7478.0
2023-05-21,Kindia,riz,GNF/kg,7454.0
2023-05-28,Kindia,riz,GNF/kg,7311.0
2023-06-04,Kindia,riz,GNF/kg,7355.0
2023-06-11,Kindia,riz,GNF/kg,7257.0
2023-06-18,Kindia,riz,GNF/kg,7251.0
2023-06-25,Kindia,riz,GNF/kg,7015.0
2023-07-02,Kindia,riz,GNF/kg,7436.0
2023-07-09,Kindia,riz,GNF/kg,7120.0
2023-07-16,Kindia,riz,GNF/kg,6990.0
2023-07-23,Kindia,riz,GNF/kg,6982.0
2023-07-30,Kindia,riz,GNF/kg,7043.0
2023-08-06,Kindia,riz,GNF/kg,6884.0
2023-08-13,Kindia,riz,GNF/kg,7069.0
2023-08-20,Kindia,riz,GNF/kg,6751.0
2023-08-27,Kindia,riz,GNF/kg,6893.0
2023-09-03,Kindia,riz,GNF/kg,6735.0
2023-09-10,Kindia,riz,GNF/kg,6734.0
2023-09-17,Kindia,riz,GNF/kg,7027.0
2023-09-24,Kindia,riz,GNF/kg,6719.0
2023-10-01,Kindia,riz,GNF/kg,6720.0
2023-10-08,Kindia,riz,GNF/kg,6833.0
2023-10-15,Kindia,riz,GNF/kg,6790.0
2023-10-22,Kindia,riz,GNF/kg,6558.0
2023-10-29,Kindia,riz,GNF/kg,6741.0
2023-11-05,Kindia,riz,GNF/kg,7094.0
2023-11-12,Kindia,riz,GNF/kg,7248.0
2023-11-19,Kindia,riz,GNF/kg,7118.0
2023-11-26,Kindia,riz,GNF/kg,7140.0
2023-12-03,Kindia,riz,GNF/kg,7327.0
2023-12-10,Kindia,riz,GNF/kg,7103.0
2023-12-17,Kindia,riz,GNF/kg,7066.0
2023-12-24,Kindia,riz,GNF/kg,7097.0
2023-12-31,Kindia,riz,GNF/kg,7201.0
2024-01-07,Kindia,riz,GNF/kg,7399.0
2024-01-14,Kindia,riz,GNF/kg,7245.0
2024-01-21,Kindia,riz,GNF/kg,7080.0
2024-01-28,Kindia,riz,GNF/kg,7201.0
2024-02-04,Kindia,riz,GNF/kg,7438.0
2024-02-11,Kindia,riz,GNF/kg,7619.0
2024-02-18,Kindia,riz,GNF/kg,7674.0
2024-02-25,Kindia,riz,GNF/kg,7795.0
2024-03-03,Kindia,riz,GNF/kg,7783.0
2024-03-10,Kindia,riz,GNF/kg,7998.0
2024-03-17,Kindia,riz,GNF/kg,7750.0
2024-03-24,Kindia,riz,GNF/kg,7823.0
2024-03-31,Kindia,riz,GNF/kg,8039.0
2024-04-07,Kindia,riz,GNF/kg,8005.0
2024-04-14,Kindia,riz,GNF/kg,8367.0
2024-04-21,Kindia,riz,GNF/kg,8299.0
2024-04-28,Kindia,riz,GNF/kg,8155.0
2024-05-05,Kindia,riz,GNF/kg,7925.0
2024-05-12,Kindia,riz,GNF/kg,7785.0
2024-05-19,Kindia,riz,GNF/kg,8155.0
2024-05-26,Kindia,riz,GNF/kg,7876.0
2024-06-02,Kindia,riz,GNF/kg,7698.0
2024-06-09,Kindia,riz,GNF/kg,8002.0
2024-06-16,Kindia,riz,GNF/kg,7872.0
2024-06-23,Kindia,riz,GNF/kg,7782.0
2024-06-30,Kindia,riz,GNF/kg,7904.0
2024-07-07,Kindia,riz,GNF/kg,7961.0
2024-07-14,Kindia,riz,GNF/kg,7791.0
2024-07-21,Kindia,riz,GNF/kg,7959.0
2024-07-28,Kindia,riz,GNF/kg,7955.0
2024-08-04,Kindia,riz,GNF/kg,7948.0
2024-08-11,Kindia,riz,GNF/kg,7821.0
2024-08-18,Kindia,riz,GNF/kg,8038.0
2024-08-25,Kindia,riz,GNF/kg,7274.0
2024-09-01,Kindia,riz,GNF/kg,7495.0
2024-09-08,Kindia,riz,GNF/kg,7450.0
2024-09-15,Kindia,riz,GNF/kg,7604.0
2024-09-22,Kindia,riz,GNF/kg,7450.0
2024-09-29,Kindia,riz,GNF/kg,7335.0
2024-10-06,Kindia,riz,GNF/kg,7548.0
2024-10-13,Kindia,riz,GNF/kg,7440.0
2024-10-20,Kindia,riz,GNF/kg,7324.0
2024-10-27,Kindia,riz,GNF/kg,7339.0
2024-11-03,Kindia,riz,GNF/kg,7337.0
2024-11-10,Kindia,riz,GNF/kg,7331.0
2024-11-17,Kindia,riz,GNF/kg,7311.0
2024-11-24,Kindia,riz,GNF/kg,7439.0
2024-12-01,Kindia,riz,GNF/kg,7689.0
2024-12-08,Kindia,riz,GNF/kg,7560.0
2024-12-15,Kindia,riz,GNF/kg,7759.0
2024-12-22,Kindia,riz,GNF/kg,7577.0
2024-12-29,Kindia,riz,GNF/kg,7716.0
2019-01-06,Labe,riz,GNF/kg,4871.0
2019-01-13,Labe,riz,GNF/kg,4916.0
2019-01-20,Labe,riz,GNF/kg,4824.0
2019-01-27,Labe,riz,GNF/kg,4987.0
2019-02-03,Labe,riz,GNF/kg,5041.0
2019-02-10,Labe,riz,GNF/kg,5001.0
2019-02-17,Labe,riz,GNF/kg,4912.0
2019-02-24,Labe,riz,GNF/kg,4951.0
2019-03-03,Labe,riz,GNF/kg,
2019-03-10,Labe,riz,GNF/kg,4826.0
2019-03-17,Labe,riz,GNF/kg,5125.0
2019-03-24,Labe,riz,GNF/kg,4877.0
2019-03-31,Labe,riz,GNF/kg,5128.0
2019-04-07,Labe,riz,GNF/kg,5339.0
2019-04-14,Labe,riz,GNF/kg,5423.0
2019-04-21,Labe,riz,GNF/kg,5290.0
2019-04-28,Labe,riz,GNF/kg,
2019-05-05,Labe,riz,GNF/kg,5498.0
2019-05-12,Labe,riz,GNF/kg,5274.0
2019-05-19,Labe,riz,GNF/kg,5607.0
2019-05-26,Labe,riz,GNF/kg,5392.0
2019-06-02,Labe,riz,GNF/kg,5518.0
2019-06-09,Labe,riz,GNF/kg,5588.0
2019-06-16,Labe,riz,GNF/kg,5538.0
2019-06-23,Labe,riz,GNF/kg,5395.0
2019-06-30,Labe,riz,GNF/kg,5432.0
2019-07-07,Labe,riz,GNF/kg,5408.0
2019-07-14,Labe,riz,GNF/kg,5312.0
2019-07-21,Labe,riz,GNF/kg,5413.0
2019-07-28,Labe,riz,GNF/kg,5359.0
2019-08-04,Labe,riz,GNF/kg,5501.0
2019-08-11,Labe,riz,GNF/kg,
2019-08-18,Labe,riz,GNF/kg,5361.0
2019-08-25,Labe,riz,GNF/kg,5292.0
2019-09-01,Labe,riz,GNF/kg,5244.0
2019-09-08,Labe,riz,GNF/kg,5314.0
2019-09-15,Labe,riz,GNF/kg,5207.0
2019-09-22,Labe,riz,GNF/kg,5145.0
2019-09-29,Labe,riz,GNF/kg,5263.0
2019-10-06,Labe,riz,GNF/kg,4958.0
2019-10-13,Labe,riz,GNF/kg,4920.0
2019-10-20,Labe,riz,GNF/kg,5137.0
2019-10-27,Labe,riz,GNF/kg,5151.0
2019-11-03,Labe,riz,GNF/kg,4892.0
2019-11-10,Labe,riz,GNF/kg,5080.0
2019-11-17,Labe,riz,GNF/kg,5139.0
2019-11-24,Labe,riz,GNF/kg,5124.0
2019-12-01,Labe,riz,GNF/kg,5211.0
2019-12-08,Labe,riz,GNF/kg,5021.0
2019-12-15,Labe,riz,GNF/kg,5233.0
2019-12-22,Labe,riz,GNF/kg,5172.0
2019-12-29,Labe,riz,GNF/kg,5183.0
2020-01-05,Labe,riz,GNF/kg,5368.0
2020-01-12,Labe,riz,GNF/kg,5341.0
2020-01-19,Labe,riz,GNF/kg,5410.0
2020-01-26,Labe,riz,GNF/kg,5394.0
2020-02-02,Labe,riz,GNF/kg,5280.0
2020-02-09,Labe,riz,GNF/kg,5381.0
2020-02-16,Labe,riz,GNF/kg,5589.0
2020-02-23,Labe,riz,GNF/kg,5489.0
2020-03-01,Labe,riz,GNF/kg,5987.0
2020-03-08,Labe,riz,GNF/kg,5967.0
2020-03-15,Labe,riz,GNF/kg,5931.0
2020-03-22,Labe,riz,GNF/kg,5942.0
2020-03-29,Labe,riz,GNF/kg,6061.0
2020-04-05,Labe,riz,GNF/kg,6238.0
2020-04-12,Labe,riz,GNF/kg,6236.0
2020-04-19,Labe,riz,GNF/kg,6239.0
2020-04-26,Labe,riz,GNF/kg,6253.0
2020-05-03,Labe,riz,GNF/kg,6231.0
2020-05-10,Labe,riz,GNF/kg,6327.0
2020-05-17,Labe,riz,GNF/kg,6209.0
2020-05-24,Labe,riz,GNF/kg,6009.0
2020-05-31,Labe,riz,GNF/kg,6267.0
2020-06-07,Labe,riz,GNF/kg,6270.0
2020-06-14,Labe,riz,GNF/kg,6177.0
2020-06-21,Labe,riz,GNF/kg,6284.0
2020-06-28,Labe,riz,GNF/kg,6232.0
2020-07-05,Labe,riz,GNF/kg,6339.0
2020-07-12,Labe,riz,GNF/kg,6328.0
2020-07-19,Labe,riz,GNF/kg,6262.0
2020-07-26,Labe,riz,GNF/kg,6365.0
2020-08-02,Labe,riz,GNF/kg,6254.0
2020-08-09,Labe,riz,GNF/kg,6212.0
2020-08-16,Labe,riz,GNF/kg,6185.0
2020-08-23,Labe,riz,GNF/kg,6119.0
2020-08-30,Labe,riz,GNF/kg,5893.0
2020-09-06,Labe,riz,GNF/kg,6029.0
2020-09-13,Labe,riz,GNF/kg,5841.0
2020-09-20,Labe,riz,GNF/kg,5693.0
2020-09-27,Labe,riz,GNF/kg,5695.0
2020-10-04,Labe,riz,GNF/kg,5703.0
2020-10-11,Labe,riz,GNF/kg,5670.0
2020-10-18,Labe,riz,GNF/kg,5516.0
2020-10-25,Labe,riz,GNF/kg,
2020-11-01,Labe,riz,GNF/kg,5423.0
2020-11-08,Labe,riz,GNF/kg,5269.0
2020-11-15,Labe,riz,GNF/kg,5309.0
2020-11-22,Labe,riz,GNF/kg,5434.0
2020-11-29,Labe,riz,GNF/kg,5391.0
2020-12-06,Labe,riz,GNF/kg,5525.0
2020-12-13,Labe,riz,GNF/kg,
2020-12-20,Labe,riz,GNF/kg,5542.0
2020-12-27,Labe,riz,GNF/kg,5739.0
2021-01-03,Labe,riz,GNF/kg,5796.0
2021-01-10,Labe,riz,GNF/kg,5686.0
2021-01-17,Labe,riz,GNF/kg,5635.0
2021-01-24,Labe,riz,GNF/kg,5615.0
2021-01-31,Labe,riz,GNF/kg,5706.0
2021-02-07,Labe,riz,GNF/kg,5958.0
2021-02-14,Labe,riz,GNF/kg,5716.0
2021-02-21,Labe,riz,GNF/kg,5989.0
2021-02-28,Labe,riz,GNF/kg,5889.0
2021-03-07,Labe,riz,GNF/kg,6005.0
2021-03-14,Labe,riz,GNF/kg,5998.0
2021-03-21,Labe,riz,GNF/kg,6350.0
2021-03-28,Labe,riz,GNF/kg,5969.0
2021-04-04,Labe,riz,GNF/kg,6364.0
2021-04-11,Labe,riz,GNF/kg,6270.0
2021-04-18,Labe,riz,GNF/kg,6452.0
2021-04-25,Labe,riz,GNF/kg,6387.0
2021-05-02,Labe,riz,GNF/kg,6352.0
2021-05-09,Labe,riz,GNF/kg,6337.0
2021-05-16,Labe,riz,GNF/kg,6547.0
2021-05-23,Labe,riz,GNF/kg,6444.0
2021-05-30,Labe,riz,GNF/kg,6642.0
2021-06-06,Labe,riz,GNF/kg,6545.0
2021-06-13,Labe,riz,GNF/kg,6672.0
2021-06-20,Labe,riz,GNF/kg,6398.0
2021-06-27,Labe,riz,GNF/kg,6501.0
2021-07-04,Labe,riz,GNF/kg,6542.0
2021-07-11,Labe,riz,GNF/kg,6362.0
2021-07-18,Labe,riz,GNF/kg,6259.0
2021-07-25,Labe,riz,GNF/kg,
2021-08-01,Labe,riz,GNF/kg,6313.0
2021-08-08,Labe,riz,GNF/kg,6042.0
2021-08-15,Labe,riz,GNF/kg,6067.0
2021-08-22,Labe,riz,GNF/kg,6252.0
2021-08-29,Labe,riz,GNF/kg,6437.0
2021-09-05,Labe,riz,GNF/kg,6718.0
2021-09-12,Labe,riz,GNF/kg,6465.0
2021-09-19,Labe,riz,GNF/kg,6574.0
2021-09-26,Labe,riz,GNF/kg,6257.0
2021-10-03,Labe,riz,GNF/kg,5885.0
2021-10-10,Labe,riz,GNF/kg,6007.0
2021-10-17,Labe,riz,GNF/kg,5914.0
2021-10-24,Labe,riz,GNF/kg,5919.0
2021-10-31,Labe,riz,GNF/kg,5846.0
2021-11-07,Labe,riz,GNF/kg,5764.0
2021-11-14,Labe,riz,GNF/kg,5863.0
2021-11-21,Labe,riz,GNF/kg,6122.0
2021-11-28,Labe,riz,GNF/kg,6006.0
2021-12-05,Labe,riz,GNF/kg,5908.0
2021-12-12,Labe,riz,GNF/kg,5904.0
2021-12-19,Labe,riz,GNF/kg,6056.0
2021-12-26,Labe,riz,GNF/kg,6071.0
2022-01-02,Labe,riz,GNF/kg,6184.0
2022-01-09,Labe,riz,GNF/kg,6420.0
2022-01-16,Labe,riz,GNF/kg,6557.0
2022-01-23,Labe,riz,GNF/kg,6396.0
2022-01-30,Labe,riz,GNF/kg,6397.0
2022-02-06,Labe,riz,GNF/kg,6434.0
2022-02-13,Labe,riz,GNF/kg,6463.0
2022-02-20,Labe,riz,GNF/kg,6672.0
2022-02-27,Labe,riz,GNF/kg,6697.0
2022-03-06,Labe,riz,GNF/kg,6884.0
2022-03-13,Labe,riz,GNF/kg,6726.0
2022-03-20,Labe,riz,GNF/kg,7146.0
2022-03-27,Labe,riz,GNF/kg,7035.0
2022-04-03,Labe,riz,GNF/kg,7182.0
2022-04-10,Labe,riz,GNF/kg,7531.0
2022-04-17,Labe,riz,GNF/kg,7532.0
2022-04-24,Labe,riz,GNF/kg,7736.0
2022-05-01,Labe,riz,GNF/kg,7514.0
2022-05-08,Labe,riz,GNF/kg,7346.0
2022-05-15,Labe,riz,GNF/kg,7415.0
2022-05-22,Labe,riz,GNF/kg,7549.0
2022-05-29,Labe,riz,GNF/kg,7714.0
2022-06-05,Labe,riz,GNF/kg,7958.0
2022-06-12,Labe,riz,GNF/kg,7744.0
2022-06-19,Labe,riz,GNF/kg,7835.0
2022-06-26,Labe,riz,GNF/kg,7752.0
2022-07-03,Labe,riz,GNF/kg,7876.0
2022-07-10,Labe,riz,GNF/kg,7732.0
2022-07-17,Labe,riz,GNF/kg,7698.0
2022-07-24,Labe,riz,GNF/kg,7728.0
2022-07-31,Labe,riz,GNF/kg,7793.0
2022-08-07,Labe,riz,GNF/kg,7696.0
2022-08-14,Labe,riz,GNF/kg,7765.0
2022-08-21,Labe,riz,GNF/kg,7407.0
2022-08-28,Labe,riz,GNF/kg,7544.0
2022-09-04,Labe,riz,GNF/kg,7405.0
2022-09-11,Labe,riz,GNF/kg,
2022-09-18,Labe,riz,GNF/kg,7425.0
2022-09-25,Labe,riz,GNF/kg,7461.0
2022-10-02,Labe,riz,GNF/kg,7415.0
2022-10-09,Labe,riz,GNF/kg,7140.0
2022-10-16,Labe,riz,GNF/kg,7392.0
2022-10-23,Labe,riz,GNF/kg,7199.0
2022-10-30,Labe,riz,GNF/kg,7205.0
2022-11-06,Labe,riz,GNF/kg,7186.0
2022-11-13,Labe,riz,GNF/kg,7243.0
2022-11-20,Labe,riz,GNF/kg,7580.0
2022-11-27,Labe,riz,GNF/kg,7053.0
2022-12-04,Labe,riz,GNF/kg,7137.0
2022-12-11,Labe,riz,GNF/kg,7135.0
2022-12-18,Labe,riz,GNF/kg,
2022-12-25,Labe,riz,GNF/kg,7357.0
2023-01-01,Labe,riz,GNF/kg,7314.0
2023-01-08,Labe,riz,GNF/kg,7246.0
2023-01-15,Labe,riz,GNF/kg,7514.0
2023-01-22,Labe,riz,GNF/kg,7698.0
2023-01-29,Labe,riz,GNF/kg,7535.0
2023-02-05,Labe,riz,GNF/kg,7034.0
2023-02-12,Labe,riz,GNF/kg,6987.0
2023-02-19,Labe,riz,GNF/kg,
2023-02-26,Labe,riz,GNF/kg,7273.0
2023-03-05,Labe,riz,GNF/kg,7283.0
2023-03-12,Labe,riz,GNF/kg,7409.0
2023-03-19,Labe,riz,GNF/kg,7573.0
2023-03-26,Labe,riz,GNF/kg,7027.0
2023-04-02,Labe,riz,GNF/kg,7190.0
2023-04-09,Labe,riz,GNF/kg,7292.0
2023-04-16,Labe,riz,GNF/kg,7448.0
2023-04-23,Labe,riz,GNF/kg,7394.0
2023-04-30,Labe,riz,GNF/kg,7301.0
2023-05-07,Labe,riz,GNF/kg,7427.0
2023-05-14,Labe,riz,GNF/kg,7680.0
2023-05-21,Labe,riz,GNF/kg,
2023-05-28,Labe,riz,GNF/kg,7931.0
2023-06-04,Labe,riz,GNF/kg,
2023-06-11,Labe,riz,GNF/kg,7584.0
2023-06-18,Labe,riz,GNF/kg,7463.0
2023-06-25,Labe,riz,GNF/kg,7423.0
2023-07-02,Labe,riz,GNF/kg,7762.0
2023-07-09,Labe,riz,GNF/kg,7528.0
2023-07-16,Labe,riz,GNF/kg,7572.0
2023-07-23,Labe,riz,GNF/kg,7182.0
2023-07-30,Labe,riz,GNF/kg,7338.0
2023-08-06,Labe,riz,GNF/kg,7393.0
2023-08-13,Labe,riz,GNF/kg,7415.0
2023-08-20,Labe,riz,GNF/kg,7374.0
2023-08-27,Labe,riz,GNF/kg,7170.0
2023-09-03,Labe,riz,GNF/kg,7315.0
2023-09-10,Labe,riz,GNF/kg,7022.0
2023-09-17,Labe,riz,GNF/kg,7479.0
2023-09-24,Labe,riz,GNF/kg,
2023-10-01,Labe,riz,GNF/kg,6826.0
2023-10-08,Labe,riz,GNF/kg,7176.0
2023-10-15,Labe,riz,GNF/kg,7485.0
2023-10-22,Labe,riz,GNF/kg,7283.0
2023-10-29,Labe,riz,GNF/kg,7113.0
2023-11-05,Labe,riz,GNF/kg,7740.0
2023-11-12,Labe,riz,GNF/kg,
2023-11-19,Labe,riz,GNF/kg,7498.0
2023-11-26,Labe,riz,GNF/kg,7623.0
2023-12-03,Labe,riz,GNF/kg,7883.0
2023-12-10,Labe,riz,GNF/kg,7931.0
2023-12-17,Labe,riz,GNF/kg,7466.0
2023-12-24,Labe,riz,GNF/kg,7529.0
2023-12-31,Labe,riz,GNF/kg,7780.0
2024-01-07,Labe,riz,GNF/kg,7510.0
2024-01-14,Labe,riz,GNF/kg,7541.0
2024-01-21,Labe,riz,GNF/kg,7766.0
2024-01-28,Labe,riz,GNF/kg,7909.0
2024-02-04,Labe,riz,GNF/kg,7968.0
2024-02-11,Labe,riz,GNF/kg,8046.0
2024-02-18,Labe,riz,GNF/kg,8080.0
2024-02-25,Labe,riz,GNF/kg,8141.0
2024-03-03,Labe,riz,GNF/kg,8153.0
2024-03-10,Labe,riz,GNF/kg,8631.0
2024-03-17,Labe,riz,GNF/kg,8333.0
2024-03-24,Labe,riz,GNF/kg,8518.0
2024-03-31,Labe,riz,GNF/kg,8368.0
2024-04-07,Labe,riz,GNF/kg,8655.0
2024-04-14,Labe,riz,GNF/kg,8695.0
2024-04-21,Labe,riz,GNF/kg,8391.0
2024-04-28,Labe,riz,GNF/kg,8453.0
2024-05-05,Labe,riz,GNF/kg,7903.0
2024-05-12,Labe,riz,GNF/kg,8004.0
2024-05-19,Labe,riz,GNF/kg,8165.0
2024-05-26,Labe,riz,GNF/kg,8550.0
2024-06-02,Labe,riz,GNF/kg,8317.0
2024-06-09,Labe,riz,GNF/kg,8637.0
2024-06-16,Labe,riz,GNF/kg,8538.0
2024-06-23,Labe,riz,GNF/kg,8450.0
2024-06-30,Labe,riz,GNF/kg,8175.0
2024-07-07,Labe,riz,GNF/kg,8416.0
2024-07-14,Labe,riz,GNF/kg,8434.0
2024-07-21,Labe,riz,GNF/kg,8193.0
2024-07-28,Labe,riz,GNF/kg,8327.0
2024-08-04,Labe,riz,GNF/kg,8282.0
2024-08-11,Labe,riz,GNF/kg,8116.0
2024-08-18,Labe,riz,GNF/kg,8142.0
2024-08-25,Labe,riz,GNF/kg,7795.0
2024-09-01,Labe,riz,GNF/kg,7987.0
2024-09-08,Labe,riz,GNF/kg,8053.0
2024-09-15,Labe,riz,GNF/kg,7910.0
2024-09-22,Labe,riz,GNF/kg,7966.0
2024-09-29,Labe,riz,GNF/kg,7865.0
2024-10-06,Labe,riz,GNF/kg,7799.0
2024-10-13,Labe,riz,GNF/kg,8121.0
2024-10-20,Labe,riz,GNF/kg,7873.0
2024-10-27,Labe,riz,GNF/kg,7649.0
2024-11-03,Labe,riz,GNF/kg,7997.0
2024-11-10,Labe,riz,GNF/kg,7675.0
2024-11-17,Labe,riz,GNF/kg,7821.0
2024-11-24,Labe,riz,GNF/kg,7706.0
2024-12-01,Labe,riz,GNF/kg,7828.0
2024-12-08,Labe,riz,GNF/kg,7682.0
2024-12-15,Labe,riz,GNF/kg,8093.0
2024-12-22,Labe,riz,GNF/kg,7953.0
2024-12-29,Labe,riz,GNF/kg,8318.0
2019-01-06,Nzerekore,riz,GNF/kg,4832.0
2019-01-13,Nzerekore,riz,GNF/kg,4913.0
2019-01-20,Nzerekore,riz,GNF/kg,4829.0
2019-01-27,Nzerekore,riz,GNF/kg,5056.0
2019-02-03,Nzerekore,riz,GNF/kg,5200.0
2019-02-10,Nzerekore,riz,GNF/kg,4880.0
2019-02-17,Nzerekore,riz,GNF/kg,5021.0
2019-02-24,Nzerekore,riz,GNF/kg,5098.0
2019-03-03,Nzerekore,riz,GNF/kg,5199.0
2019-03-10,Nzerekore,riz,GNF/kg,5228.0
